E(MeV)  pendfb7/Si30:2
1.87582  4.88334665
1.87759  4.74922731
1.87936  4.53576986
1.88113  4.35672635
1.88291  4.11649009
1.88468  3.90617098
1.88824  3.58798731
1.89003  3.32063078
1.89182  3.22750285
1.89361  3.04185765
1.89719  2.69720475
1.89899  2.54926686
1.90079  2.41827092
1.90331  2.16303855
1.9044  2.19680243
1.90548  2.12142167
1.90656  2.18797097
1.90765  2.17426502
1.90874  2.23551405
1.90983  2.35651647
1.91091  2.60910771
1.912  2.78410466
1.91309  3.08879546
1.91437  3.32185968
1.91583  3.73278626
1.91728  4.00899309
1.91874  4.21086344
1.92021  4.33773048
1.92167  4.38521293
1.92314  4.46436166
1.9246  4.56309249
1.9257  4.55126306
1.92644  4.61803034
1.92717  4.74875756
1.92791  5.11974752
1.9285575  5.16470375
1.92865  5.15791956
1.92878782  5.10327872
1.929385  4.81030917
1.93012  4.38921712
1.93086  4.23797921
1.93159  4.12241385
1.93233  4.13158634
1.93307  4.12132787
1.9351  3.92993109
1.93881  3.85381845
1.94253  3.66670827
1.94625  3.65135659
1.94812  3.60151142
1.94999  3.61583312
1.95186  3.58146642
1.95374  3.58274104
1.95562  3.62186799
1.95938  3.7447291
1.96108  3.88400633
1.96259  3.96423245
1.9641  4.10792038
1.96562  4.33310739
1.96713  4.51668701
1.96865  4.82928215
1.97017  4.98298939
1.97169  5.23949503
1.97321  5.30449801
1.97474  5.32451714
1.976265  5.04477134
1.97779  4.90549621
1.97932  4.58659895
1.98086  4.23582125
1.98239  3.96251049
1.98392  3.78102089
1.98546  3.64368447
1.9871975  3.40274703
1.98739  3.38528783
1.98816  3.49767494
1.98893  3.63832135
1.9897  3.61211187
1.99047  3.35816924
1.99124  3.12376824
1.99202  3.02180147
1.99279  2.93801499
1.993565  2.96556789
1.99424313  2.96748435
1.99724  2.81747231
2.00113  2.71222512
2.00308  2.62177527
2.00503  2.5790474
2.00698  2.4759484
2.00893  2.48452748
2.01089  2.39559781
2.01285  2.38446545
2.01482  2.35531761
2.01678  2.33848556
2.01875  2.29250505
2.02073  2.2803333
2.0227  2.24170766
2.02468  2.23671679
2.02666  2.17088038
2.02865  2.12084123
2.03063  2.10782216
2.03262  2.0761387
2.03462  2.01175001
2.03661  1.93777262
2.03796625  1.90164577
2.03806  1.88807086
2.03881  1.70078605
2.03961  1.59271133
2.04041  1.42631204
2.04111875  1.32253262
2.04122  1.31547145
2.041295  1.32274401
2.04202  1.46144681
2.04282  1.68411433
2.04357  1.95486816
2.04362  1.96824855
2.04372125  1.98265109
2.04443  2.03704638
2.04523  2.06926001
2.04644  2.02438666
2.04805  2.05568651
2.05128  1.92006666
2.05289  1.98555137
2.05451  2.00852697
2.05613  2.01760514
2.05735  2.06713985
2.05816  2.16955298
2.05897  2.29305428
2.05978  2.43788387
2.06054875  2.54522777
2.06065063  2.57303643
2.06141  2.88046636
2.06222  3.11296841
2.0629375  3.13273146
2.06301438  3.12619881
2.06309094  3.09849322
2.063855  2.61857492
2.06461907  2.26079493
2.06472063  2.22674697
2.06548  2.07334733
2.0663  2.02408628
2.06752  1.92321558
2.06916  1.89977164
2.0708  1.8478143
2.07244  1.81384951
2.07408  1.8814296
2.07572  1.88404423
2.07737  1.97112013
2.07902  2.03651319
2.08017313  2.03965101
2.08025  2.04443598
2.08035313  2.06233759
2.0819  2.4111182
2.08273  2.7451513
2.08356  3.22360312
2.08432875  3.49465192
2.08443188  3.50900621
2.08515813  3.45944693
2.08526188  3.43355277
2.08598813  3.1265158
2.08610485  3.10708221
2.08687  3.15461753
2.0877  3.31328401
2.08853  3.70752888
2.08936  4.02627487
2.09013813  4.42601025
2.09024188  4.45736449
2.09102  4.52011986
2.09185  4.43868764
2.09268  4.2291365
2.09351  4.15610303
2.09435  4.11774386
2.09518  4.12776661
2.09601  4.07165174
2.09727  4.06180542
2.09894  4.00608302
2.10061  3.93150105
2.10229  3.88496896
2.10564  3.74088596
2.10732  3.73319605
2.10901  3.7080691
2.11027  3.83626138
2.11111  3.82813045
2.11190063  3.88924672
2.11205875  3.91618762
2.11364  4.28731112
2.11534  5.06467712
2.11618  5.61441947
2.11703  5.78617325
2.117875  5.61140436
2.11872  5.2175418
2.11957  4.9142179
2.12042  4.35096971
2.12127  4.07311087
2.12382  3.53949299
2.12467  3.56791727
2.12574  3.39148507
2.12701  3.24195819
2.12829  3.104583
2.13  3.08626488
2.13214  2.9446494
2.13643  2.7537257
2.13858  2.73690438
2.14073  2.6544881
2.14288  2.60597614
2.14504  2.58562438
2.14936  2.65620633
2.15363875  2.50050912
2.15588  2.49032485
2.15805  2.50435154
2.16023  2.48618118
2.16242  2.43341897
2.16461  2.44734696
2.16619594  2.4458244
2.16636  2.44779964
2.167675  2.56106861
2.16899  2.71967808
2.17031  2.90670487
2.17163  3.12858084
2.17295  3.15441152
2.17427  3.02410232
2.17559  2.98879018
2.17692  2.89968277
2.17824  2.8529504
2.17957  2.65774241
2.18134  2.65414217
2.18578  2.50808685
2.188  2.45454443
2.19022  2.38120348
2.19245  2.3732606
2.19469  2.37754946
2.19692  2.37364109
2.20141  2.31233164
2.20365  2.30414668
2.205905  2.30538912
2.20816  2.35380833
2.21042  2.2971634
2.21268  2.31719908
2.21494  2.40344128
2.21903  2.59349514
2.22039  2.66729599
2.22312  3.0086485
2.22449  3.20874399
2.22586  3.55229457
2.22723  3.73759193
2.22847157  3.74562372
2.2286  3.74347167
2.229975  3.60060259
2.23135  3.37791541
2.23272  3.04703256
2.2341  2.84201084
2.23548  2.65024054
2.23686  2.40795307
2.24239  2.12237235
2.24701  2.01406858
2.24933  1.98530084
2.25165  2.01572915
2.25397  1.94028481
2.25863  1.93107804
2.26097  1.93407756
2.2633  1.91537399
2.265645  2.00631293
2.26799  2.06501843
2.27034  2.21938975
2.2727  2.43635126
2.27741  2.7256245
2.27978  2.93582715
2.28215  3.27990106
2.28452  3.25192431
2.28689  3.56676078
2.28927  3.6916849
2.29166  3.7483011
2.294045  3.60573055
2.29643  3.37143088
2.29883  3.22781257
2.30363  3.08365299
2.30603  2.96740764
2.30844  2.91195861
2.31086  2.8073384
2.31327  2.71868677
2.31569  2.57610823
2.31812  2.51239444
2.32541  2.40497923
2.32785  2.34687623
2.3303  2.37964444
2.33274  2.32996889
2.33519  2.19353979
2.33728  2.25388002
2.33937  2.29333458
2.34134  2.23418465
2.34331  2.3163041
2.345285  2.26901917
2.34726  2.24967655
2.34924  2.36506561
2.35122  2.30868113
2.35519  2.29821186
2.35718  2.31055017
2.35917  2.34403351
2.36117  2.35202113
2.36316  2.33873273
2.36516  2.40247628
2.36667  2.50748434
2.36767  2.52364824
2.36867  2.58433702
2.37068  2.96569059
2.37193  3.40753834
2.37268  3.68589361
2.37369  3.90642737
2.37457375  3.92970586
2.3747  3.92553278
2.375705  3.67718797
2.37671  3.30579509
2.37873  2.74995902
2.38075  2.52137576
2.38176  2.4333771
2.38327  2.34559877
2.3853  2.24670843
2.38732  2.19129885
2.38935  2.19350142
2.39139  2.17257385
2.39342  2.03126286
2.39546  2.02324039
2.3975  2.03180832
2.39954  2.05047992
2.40159  2.01196331
2.40364  2.08702491
2.40569  1.99837078
2.40774  2.03796399
2.4098  1.9212216
2.41186  1.93096952
2.41392  1.95258145
2.415985  1.92563462
2.41805  1.91133145
2.42012  1.8736215
2.422195  1.87770151
2.42427  1.92775956
2.42842  1.90006509
2.43051  1.94248571
2.43259  1.90580449
2.43468  1.78541483
2.43677  1.75184847
2.43886  1.62564654
2.44096  1.47596914
2.44306  1.44165339
2.44516  1.58931097
2.44726  1.80094151
2.44937  2.2173552
2.45148  2.43331864
2.45359  2.80429397
2.45571  3.09704908
2.45783  3.27932708
2.45995  3.40034601
2.46194375  3.38061718
2.46633  3.12375772
2.46846  2.96903094
2.47059  2.84846937
2.47273  2.87255383
2.47487  2.74042127
2.477015  2.76582489
2.47916  2.84249471
2.48131  2.89040494
2.48346  2.98119514
2.48561  3.04556099
2.48723  3.13160475
2.48831  3.21085552
2.48939  3.27609473
2.49047  3.42336729
2.49155  3.65368999
2.49263  3.90381917
2.49372  4.05858438
2.4948  4.34135638
2.49588  4.73003281
2.49697  4.90871297
2.49805  5.10581838
2.49914  4.92402824
2.50023  4.84012967
2.5024  4.12237565
2.50349  3.91032563
2.50458  3.72397997
2.50594  3.53212408
2.50758  3.36038163
2.50922  3.30679952
2.51086  3.2323705
2.5125  3.05715649
2.51415  2.99322579
2.51579  3.02881397
2.51744  2.96061299
2.51909  2.81937652
2.52074  2.85045546
2.52294  2.71756745
2.5257  2.73517655
2.52846  2.69229176
2.53123  2.69687881
2.534  2.78478093
2.53677  2.64971204
2.53955  2.69125057
2.54234  2.63648893
2.54513  2.66521613
2.54792  2.79650001
2.550725  2.72589573
2.55353  2.6989665
2.55634  2.74617825
2.55915  2.75196268
2.56196  2.72402619
2.56478  2.74801506
2.56761  2.75016088
2.57044  2.85380158
2.57328  2.69897107
2.57612  2.65685999
2.57896  2.64346499
2.58181  2.57308845
2.58467  2.59280182
2.58753  2.58618056
2.59039  2.56756306
2.593265  2.63105173
2.59614  2.68046144
2.59902  2.78627134
2.6019  2.82610059
2.6041725  2.74569668
2.60594  2.63388828
2.60768  2.54935071
2.60942  2.54469469
2.61116  2.48760163
2.6129  2.5789666
2.61464  2.4406721
2.616385  2.49788571
2.61813  2.53436828
2.61988  2.45830004
2.62163  2.41803657
2.62339  2.40639443
2.62514  2.43320611
2.6269  2.4144336
2.62865  2.32364277
2.63041  2.42943301
2.63217  2.31408701
2.6357  2.29747034
2.63747  2.31617362
2.63924  2.30346736
2.64101  2.34747368
2.64278  2.32902331
2.64455  2.30025932
2.64633  2.30905246
2.6481  2.21818473
2.64988  2.27093816
2.65166  2.25606841
2.65339719  2.29789255
2.65493  2.46380481
2.65612  2.4322858
2.65723563  2.49825207
2.65731  2.51116586
2.65742157  2.55029933
2.6585  3.02098975
2.6597  3.50096179
2.66089  3.71909823
2.66100204  3.722341
2.66201032  3.70255391
2.662085  3.68780604
2.66219704  3.63681589
2.66328  3.02523955
2.66418  2.73029682
2.66448  2.63853415
2.66567  2.44099236
2.66687  2.2666019
2.66927  2.17665854
2.67077  2.19545669
2.67257  2.15580037
2.67437  2.20883791
2.67618  2.14143738
2.67799  2.14242688
2.67979  2.07378038
2.68161  2.04312335
2.68342  1.9931722
2.68523  2.00464785
2.68687938  2.00356171
2.68705  2.00473675
2.68887  2.08795589
2.69069  2.05349487
2.69251  2.16388856
2.69433  2.3338459
2.69616  2.45459012
2.69799  2.52548985
2.70165  2.46086516
2.70348  2.39123245
2.70531  2.31042307
2.70715  2.25091714
2.70899  2.24467106
2.71083  2.13338203
2.71267  2.12511177
2.71452  2.17761162
2.71636  2.11414804
2.71821  2.12231026
2.72006  2.04404784
2.72191  2.01299468
2.72377  2.00070159
2.72562  1.91085017
2.72934  1.68993002
2.7312  1.64433097
2.733065  1.7133782
2.73493  1.81950322
2.7368  1.89509248
2.74054  1.96089401
2.74241  1.92515745
2.74429  2.04561605
2.74616  1.91153665
2.74992  1.99134424
2.754  1.93949547
2.75652  2.00557856
2.75904  1.99224309
2.76156  1.88536599
2.76409  1.84029993
2.76662  1.88512157
2.76915  1.90904268
2.77169  1.96133017
2.77423  2.05535096
2.77677  2.08404951
2.77932  2.15253484
2.78187  2.13952779
2.78443  2.15585192
2.78698  2.15695771
2.78955  2.20300679
2.79211  2.17481517
2.79468  2.19186631
2.797255  2.17332913
2.79983  2.11472046
2.80241  2.10232912
2.804995  2.13244671
2.80758  2.1900542
2.81017  2.15276341
2.81276  2.25570703
2.81536  2.21284145
2.81796  2.26536126
2.82056  2.26455855
2.82578  2.45285839
2.8284  2.40679703
2.83364  2.66058858
2.83889  2.81891249
2.84153  3.03316083
2.84416  3.06181273
2.84681  3.16301508
2.84945  3.2832101
2.8521  3.37693331
2.85475  3.43542681
2.85741  3.30937209
2.86273  3.42723121
2.86539  3.43922018
2.868065  3.39111441
2.87074  3.3224821
2.87308  3.10229475
2.87509  2.83215707
2.87711  2.61919681
2.87912  2.50580798
2.88114  2.36548266
2.88316  2.1888519
2.88518  2.15789126
2.8872  2.04384655
2.88923  1.98694765
2.89125  1.9693564
2.89328  1.86923292
2.89532  1.87980898
2.89735  1.85065787
2.89939  1.86178247
2.90143  1.76824488
2.90347  1.83547474
2.90551  1.78124093
2.90755  1.70235456
2.9096  1.68008294
2.91165  1.6673859
2.9137  1.66404159
2.91575  1.6874584
2.91747  1.65836244
2.91884  1.64876505
2.92021  1.60862397
2.921585  1.66616196
2.92296  1.67292337
2.92433  1.7647787
2.92571  1.82396084
2.92709  1.82661155
2.92985  1.99335947
2.93123  2.115153
2.93261  2.16602666
2.93537  2.48576548
2.93676  2.6961425
2.93805375  3.00290048
2.93818344  3.01798631
2.93953  2.92736511
2.94091  2.9554145
2.9423  2.69908817
2.94369  2.52290083
2.94508  2.24200365
2.94647  2.03574389
2.94786  1.84344334
2.95065  1.62899753
2.95205  1.57708896
2.95414  1.4530885
2.95693  1.39618084
2.96254  1.32253106
2.96535  1.25641476
2.96816  1.23881188
2.97097  1.16204558
2.97379  1.14494992
2.97662  1.15828828
2.97945  1.07182973
2.98228  1.03228763
2.98511  1.15004138
2.98795  1.06430215
2.99078688  1.11235786
2.99329  1.1941038
2.99543  1.2537778
2.99757  1.41078869
2.99971  1.52070484
3.00186  1.58506874
3.004  1.75208466
3.00615  1.8987669
3.00831  2.06860084
3.01046  2.16560269
3.01262  2.37037781
3.01478  2.39349442
3.01694  2.33845384
3.0191  2.36429945
3.02127  2.29950434
3.02344  2.19258687
3.02561  2.11683099
3.02778  2.08158049
3.02996  1.98524484
3.03213  1.99730497
3.03417375  1.99672172
3.0365  2.06565712
3.03868  2.01578017
3.04087  2.03264907
3.04306  2.11968951
3.045255  1.95899284
3.04745  1.93767714
3.04964  1.87157905
3.05184  1.79266126
3.05404  1.76678007
3.05579844  1.79388924
3.05600532  1.8044658
3.05735  1.90759221
3.05882  2.08069694
3.06029  2.4233932
3.06177  2.64106972
3.06320556  2.76819886
3.06333219  2.75681648
3.064715  2.49024895
3.06619  2.13201919
3.06767  1.84681306
3.0690575  1.61759411
3.06915  1.60579375
3.069335  1.59637414
3.07063  1.55823509
3.07285  1.51754523
3.07879  1.42121021
3.081765  1.43297897
3.08474  1.51260538
3.08773  1.53522765
3.09072  1.61885825
3.09371  1.76951164
3.09385  1.77080764
3.09581  1.76811732
3.09595  1.77066252
3.09745  1.90833127
3.099335  1.96677508
3.10041313  2.00798645
3.10050688  2.02005993
3.10191313  2.32648964
3.10210063  2.3383748
3.10346  2.33049194
3.10497  2.389981
3.10647  2.69580264
3.10665875  2.7015194
3.10783844  2.69818384
3.10798  2.69946755
3.10949  2.78455851
3.111  2.95139508
3.11251  2.77910122
3.11402  2.74850507
3.11553  2.73093456
3.11705  2.51464931
3.12008  2.40923423
3.12159  2.37627281
3.12311  2.18454299
3.12463  2.10896989
3.12615  2.10823564
3.12767  2.03105724
3.1292  1.8914592
3.130625  1.84252705
3.13072  1.84638693
3.13081532  1.86201208
3.132245  2.20031328
3.13377  2.5059765
3.1353  2.87556208
3.13682  3.13065707
3.13835  3.23889678
3.13989  3.22483941
3.14142  3.24320883
3.14295  3.45013505
3.14448  3.53219621
3.14602  3.44992149
3.14755  3.45661589
3.15063  2.97112659
3.15371  2.40887136
3.15525  2.25361674
3.15679  2.25784502
3.15834  2.12916031
3.15988  2.03433056
3.16143  1.90034797
3.16298  1.96471085
3.16452  1.84755797
3.16607  1.8512648
3.16762  1.81200054
3.16918  1.75468886
3.17228  2.0234782
3.17384  2.10112189
3.175395  2.02767417
3.17685282  1.77285682
3.17695  1.76240181
3.17851  1.87897111
3.17865625  1.87237607
3.18085  1.70608637
3.18398  1.65507927
3.18711  1.63454652
3.19652  1.5134253
3.19967  1.4904917
3.20282  1.51418123
3.20598  1.49237616
3.208945  1.53941967
3.21191  1.57073094
3.21429  1.56545943
3.21667  1.62711901
3.21905  1.78553994
3.22143  1.79388314
3.22382  1.87817027
3.22621  1.99662458
3.22861  2.27230575
3.231  2.74269187
3.2334  2.92661595
3.2358  2.97707619
3.238205  2.93199565
3.24061  2.77841463
3.24302  2.61306275
3.24543  2.31752437
3.24785  2.31336149
3.25026  2.03332637
3.25269  1.93049971
3.25511  1.78442452
3.25753  1.79376956
3.26037  1.73729483
3.26361  1.62543051
3.26686  1.67314205
3.27011  1.62155588
3.27337  1.65080585
3.27663  1.62350358
3.2799  1.65087838
3.28644  2.01055131
3.289725  1.76427484
3.29301  1.62485946
3.2963  1.68094231
3.2996  1.64371184
3.3029  1.5914188
3.30621  1.60601757
3.30952  1.58179968
3.31284  1.61654122
3.31616  1.67184296
3.319485  1.6553102
3.32281  1.61560056
3.32615  1.54947928
3.329495  1.58363496
3.33284  1.73131148
3.33619  1.71645021
3.33954  1.65816608
3.34291  1.74412548
3.34627  1.67233207
3.349645  1.71336208
3.35302  1.7651701
3.3564  1.89278843
3.35979  1.83831619
3.36318  1.83025286
3.36658  1.87511544
3.36998  1.88678763
3.37339  1.97843868
3.37638  2.10546449
3.37894  2.0686217
3.38151  2.24187346
3.38407  2.30889095
3.386645  2.2519882
3.38922  1.89302902
3.3918  1.8216019
3.39438  1.67579143
3.39696  1.6616681
3.39955  1.67057158
3.40214  1.6288438
3.40473  1.72657207
3.40732  1.73742564
3.40992  1.8299268
3.41252  1.88955892
3.41513  1.90235544
3.41773  1.9033453
3.42034  1.96655011
3.42296  2.15045561
3.42557  2.27001958
3.42819  2.57969106
3.42835407  2.58276526
3.430815  2.56869235
3.43344  2.29542252
3.43606  2.14307923
3.4387  1.8773486
3.44133  1.88604189
3.44441  1.76298731
3.44793  1.65657843
3.45145  1.7122443
3.45499  1.60782259
3.45831  1.70799615
3.46163  1.78449287
3.46429  2.02465131
3.466955  2.00216799
3.46962  1.92506118
3.47229  1.79400576
3.47496  1.77494928
3.47763  1.78023456
3.48031  1.60695046
3.483  1.67768071
3.48568  1.64778067
3.48837  1.64520649
3.49106  1.63171026
3.493755  1.69217726
3.49645  1.78938898
3.49915  1.98351207
3.50186  2.16333686
3.50456  2.32561076
3.507275  2.24262002
3.50999  2.02382598
3.5127  1.83637473
3.51542  1.82858786
3.51815  1.6630213
3.520875  1.72777248
3.5236  1.77681389
3.52633  1.80943265
3.52907  1.66212986
3.53181  1.7186956
3.53409  1.85820564
3.53592  1.84407988
3.53609157  1.86542533
3.53775  2.11835336
3.53959  2.22843151
3.54119563  2.17225558
3.541425  2.15924418
3.54326  1.85338818
3.54509  1.82002421
3.54532  1.79012447
3.546815  1.56870766
3.54693  1.55652511
3.54700907  1.55396583
3.54946  1.60253811
3.55199  1.63819522
3.55476  1.6427764
3.5603  1.72305204
3.56307  1.64279207
3.56585  1.64517422
3.56863  1.74153978
3.57142  1.70153986
3.57421  1.66985657
3.577  1.44846976
3.57979  1.47255062
3.58259  1.34197149
3.58539  1.40379962
3.5882  1.3477134
3.59054  1.42027952
3.59241  1.39751706
3.594285  1.41744547
3.59616  1.55264412
3.59804  1.6326256
3.59992  1.52306974
3.6018  1.46713222
3.60368  1.27636617
3.60545188  1.05119587
3.60557  1.04041296
3.60745  1.06897183
3.60756813  1.06144009
3.60934  0.901760666
3.6117  0.802451336
3.61453  0.747211904
3.61737  0.736337717
3.620215  0.808521701
3.62306  0.847231046
3.62591  0.798956171
3.62876  0.804215921
3.63162  0.762977112
3.63448  0.772487535
3.63734  0.748288642
3.64021  0.788501955
3.64308  0.777758634
3.64595  0.852802007
3.64883  0.827091189
3.65171  0.76201903
3.65459  0.71670692
3.65748  0.74982835
3.66037  0.801204306
3.66326  0.8322488
3.66616  0.912972804
3.66906  0.880421928
3.67196  0.863886974
3.67487  0.810682725
3.67778  0.698912686
3.68069  0.685789935
3.68353219  0.773458624
3.68604  0.8237686
3.68799  0.767965818
3.68994  0.791432658
3.69189  0.904293448
3.69385  0.954655331
3.69397188  0.965772814
3.6958  1.17195237
3.69776  1.37964506
3.69972  1.6145733
3.70168  1.70317953
3.70364  1.64134603
3.7056  1.51026671
3.70757  1.33029081
3.70953  1.25940138
3.7115  1.12428808
3.71593  1.00193419
3.7187975  0.871708823
3.71889  0.869425582
3.71902907  0.870854768
3.72473063  1.01979902
3.72779  1.03871998
3.73077  1.12639
3.73374  1.1664817
3.73672  1.27529263
3.73971  1.47346651
3.7427  1.65288954
3.74569  1.72200903
3.74868  1.78226954
3.75168  1.89710334
3.754685  1.83301184
3.75769  1.82581534
3.7607  1.87093662
3.76372  1.83607987
3.766735  1.90204332
3.76975  1.98683461
3.77278  1.97099681
3.7758  1.97288805
3.778835  1.96277381
3.78187  1.94358191
3.78491  2.03942391
3.78795  1.97410001
3.791  1.72793827
3.79119063  1.72541179
3.7971  1.72866466
3.80016  1.6310568
3.80322  1.58275733
3.80629  1.60973806
3.80936  1.56670886
3.812175  1.65780707
3.81499  1.69839755
3.81704  1.95714995
3.81897125  2.18636752
3.81916422  2.19829407
3.821155  2.13311283
3.82321  2.0317008
3.82527  1.74540592
3.82784  1.5506602
3.83094  1.60701185
3.83404  1.61511725
3.83662  1.88704696
3.83869  2.04585674
3.84070016  1.99993303
3.84102438  1.95858335
3.84284  1.67611595
3.84491  1.46270301
3.8468925  1.13653729
3.84699  1.12607084
3.847055  1.12393305
3.84907  1.19629397
3.8492  1.19089356
3.85115  1.06348479
3.85375  1.02560386
3.85687  1.02993998
3.86  1.01653266
3.86628  1.07712122
3.86942  1.1161531
3.87256  1.04306777
3.87571  1.07387182
3.87886  1.11045422
3.88202  1.12727286
3.88518  1.18498269
3.88835  1.1792235
3.89152  1.26153632
3.89469  1.2096441
3.89786  1.28546648
3.90104  1.38449897
3.90423  1.58627268
3.90742  1.66644872
3.91061  1.70922118
3.9138  1.58383577
3.917  1.73868874
3.92021  1.81588408
3.92341  1.90608334
3.92663  2.03378387
3.92984  2.0795045
3.93306  1.91149964
3.93628  1.89898476
3.93951  1.89530481
3.94274  1.89644562
3.94598  1.85062583
3.94922  1.9421875
3.95246  2.12925479
3.95571  2.24843157
3.958965  2.03030458
3.96222  1.91769544
3.96547  1.82866636
3.96874  1.71322767
3.97201  1.63175984
3.97528  1.61118154
3.97855  1.47007285
3.98183  1.45355974
3.98512  1.45361423
3.9884  1.43510325
3.991695  1.43779244
3.99499  1.52033018
3.99829  1.5458601
4.0016  1.59767904
4.00491  1.50735229
4.00822  1.4090858
4.01485  1.43255729
4.01818  1.52675667
4.02151  1.52951329
4.02484  1.71750581
4.02818  1.63159724
4.03152  1.78216809
4.03486  1.88422474
4.03821  1.90761037
4.04157  1.99186168
4.04493  2.03246231
4.04829  2.2506398
4.05165  2.34638072
4.055025  2.31185555
4.0584  2.08192334
4.06178  1.829755
4.0646  1.64817414
4.06686  1.59326217
4.06903969  1.39334202
4.06911  1.39042152
4.06925188  1.39382992
4.07138  1.51547085
4.07159188  1.51723115
4.07364  1.51554178
4.075905  1.54289174
4.07817  1.67315592
4.08036907  1.84620548
4.08044  1.84794564
4.08058188  1.84149407
4.08271  1.66843731
4.08498  1.55178924
4.08783  1.21965286
4.09124  1.00849466
4.09466  0.926722584
4.09809  0.958649838
4.10152  0.900050583
4.10441688  1.01476595
4.10667  1.04465404
4.10896  1.21236711
4.11125  1.24905934
4.11139375  1.26238742
4.11355  1.50990438
4.11585  1.67691368
4.11815  1.81792061
4.120455  1.71780855
4.12276  1.49500529
4.12506  1.41942281
4.12795  1.33390694
4.13141  1.28797133
4.13489  1.20118673
4.13836  1.22094046
4.14184  1.08520623
4.14532  1.00554906
4.14881  0.984469052
4.15231  0.93905254
4.1552575  0.966181602
4.15989  1.13266277
4.16223  1.28171761
4.16457  1.39096696
4.16691  1.3367972
4.16917688  1.32028398
4.16932344  1.31138999
4.1716  1.05048911
4.17394  0.723107456
4.17621657  0.489883
4.17629  0.483769399
4.17643688  0.475144502
4.17852985  0.378225084
4.17864  0.374922316
4.1787136  0.374436459
4.18092141  0.404365957
4.1810686  0.408612985
4.18335  0.510516233
4.18571  0.537338777
4.1858575  0.544772927
4.18807  0.682485708
4.19043  0.894822649
4.19279  1.00319606
4.19516  1.1528944
4.19753  1.27048565
4.1999  1.52952195
4.20227  1.86435149
4.20464  1.8875986
4.20486313  1.91276504
4.20702  2.19818519
4.20939  2.56279073
4.21177  2.88960049
4.21415  2.97462114
4.21654  3.07735605
4.21892  2.84898039
4.22131  2.89119936
4.2237  2.84898217
4.22609  2.7442132
4.22849  2.57078763
4.23088  2.43615152
4.23328  2.20360056
4.23568  2.24604081
4.23868  2.07096562
4.24229  1.9986742
4.2459  1.9042474
4.24952  1.89794005
4.25314  1.97952895
4.25676  1.96461159
4.260395  2.05851428
4.26403  2.11341031
4.26767  2.28927273
4.271315  2.21371756
4.27496  2.20134975
4.27862  2.01250332
4.28228  1.7583792
4.28594  1.6899586
4.28961  1.70317787
4.29328  1.57989948
4.29696  1.76111037
4.30064  1.66244332
4.30433  1.64756146
4.30802  1.67398666
4.31171  1.74759692
4.315415  1.49070904
4.31912  1.38149325
4.32283  1.35661984
4.32655  1.29834763
4.3267825  1.31062377
4.33027  1.53706817
4.33399  1.7942076
4.33772  1.82737606
4.34146  1.68902223
4.3452  1.70147926
4.34894  1.7988241
4.35269  1.78211463
4.35582  2.05110311
4.35832  2.13799167
4.36083  1.96277089
4.36334  1.82286755
4.36648  1.67753333
4.37025  1.42619703
4.37403  1.39086734
4.37781  1.26077251
4.3816  1.18028079
4.38539  1.02712751
4.38919  1.03667672
4.39299  1.08063985
4.39679  1.2465952
4.40061  1.39232222
4.40442  1.51278972
4.40824  1.60335557
4.41207  1.47843793
4.41230938  1.49063441
4.4159  1.72215067
4.41974  1.59864517
4.42358  1.64456917
4.42743  1.68099392
4.43128  1.56483618
4.43513  1.48963146
4.439  1.60522935
4.44286  1.58646308
4.44673  1.49960418
4.45061  1.65036429
4.45449  1.71407488
4.45838  1.69710121
4.46227  1.55218393
4.46617  1.3904307
4.470075  1.53232531
4.47398  1.64897777
4.47789  1.70398634
4.48181  1.73438442
4.48573  1.7946491
4.48966  1.98396308
4.493595  1.88332146
4.49753  1.86954313
4.50148  1.66396568
4.50542  1.76012751
4.51257688  1.48660449
4.51268  1.48595466
4.512845  1.49370176
4.51532  1.66321798
4.51796  1.76045028
4.52061  1.95876004
4.52326  2.24516403
4.52591  2.21493275
4.52856  2.35756112
4.53122  2.23975856
4.53388  2.1992598
4.53654  2.10111764
4.539205  2.19306248
4.54170344  2.20507586
4.54187  2.20205577
4.544535  1.92834121
4.5472  1.76346295
4.54979625  1.3486596
4.54992172  1.33556737
4.55255  1.27169558
4.55523  1.18721862
4.55791  1.18598264
4.56059  1.17963602
4.563275  1.18792475
4.56596  1.36926344
4.56865  1.5329376
4.56890219  1.52725282
4.57134  1.43573027
4.57403  1.13248581
4.57673  0.978189034
4.57934563  0.903398523
4.57943  0.903019837
4.57959875  0.908127292
4.58213  1.02030235
4.58234125  1.01662301
4.5854704  0.924317695
4.58557344  0.926174678
4.58957  1.15202581
4.58982375  1.15399469
4.59337625  1.15285286
4.59363  1.15335744
4.5977  1.2174483
4.60178  1.16742833
4.605865  1.35937887
4.60995  1.4790138
4.61404  1.59135052
4.62224  1.70965913
4.62635  1.80415347
4.63047  1.86119668
4.63459  1.92794004
4.63871  1.89586934
4.64285  2.05004047
4.64698  2.08479302
4.65112  1.90445759
4.65527  1.96382218
4.65943  1.92787295
4.66359  1.90121067
4.66775  2.0806598
4.67192  1.88132748
4.6761  1.77057211
4.68028  1.68133236
4.68446  1.58420696
4.68866  1.70602381
4.69216  1.6831875
4.69496  1.83922992
4.69776  1.85162953
4.70057  2.09409422
4.70338  2.26516963
4.70619  2.46024586
4.709  2.4786924
