E(MeV)  pendfb7/Si30:2
0.704470111  3.58558895
0.70449661  3.74260401
0.70452311  3.92349291
0.704549609  4.13243504
0.704569484  4.31046579
0.704589359  4.50929773
0.704609233  4.73136921
0.704629107  4.97921436
0.704648982  5.25530297
0.704667266  5.53608689
0.704690586  5.93338789
0.704713905  6.37500556
0.704737225  6.85801448
0.704799763  8.26957294
0.704827322  8.86041277
0.704843222  9.16033505
0.704859121  9.41497754
0.704875021  9.61283358
0.704890921  9.74427353
0.704910848  9.80542922
0.70492378  9.78128225
0.70493968  9.68423354
0.70495558  9.51813302
0.704982079  9.1124435
0.705003278  8.70232859
0.705071116  7.20844129
0.705094436  6.71580922
0.705117755  6.25922499
0.705141075  5.84419792
0.705164394  5.47197478
0.705184269  5.18741841
0.705204144  4.93104485
0.705224018  4.70062718
0.705243893  4.49375337
0.705270392  4.25048859
0.705296892  4.03961836
0.705323391  3.85646435
0.70534989  3.69695592
0.705376389  3.55758703
0.705402889  3.43530514
0.705442638  3.27845278
0.705482387  3.14765455
0.705522137  3.03775412
0.705561885  2.94470502
0.705614884  2.84146677
0.705667883  2.75693126
0.705720882  2.68693143
0.705800379  2.60263786
0.705879878  2.53683766
0.705959376  2.48455812
0.706080083  2.42369375
0.706215501  2.37364502
0.706351597  2.3364323
0.706556755  2.29642496
0.706787559  2.26602532
0.707138038  2.23665089
0.707690615  2.21162306
0.708519479  2.19532969
0.70990092  2.18915356
0.712295418  2.19952811
0.715242492  2.22980776
0.717821182  2.2711579
0.720031487  2.32051765
0.721873408  2.3746578
0.72371533  2.44553277
0.725188867  2.51735371
0.726662404  2.60699822
0.727767556  2.68830454
0.728872709  2.78694702
0.730346246  2.94857863
0.731451399  3.09783257
0.73237236  3.24760629
0.733109128  3.38626087
0.733845897  3.54464224
0.734582665  3.72579645
0.735319434  3.93315474
0.736056202  4.17049417
0.736608778  4.36978736
0.737161355  4.59151707
0.737713931  4.83400398
0.738377022  5.15760863
0.738966437  5.47563228
0.739703206  5.91414074
0.740439974  6.39396916
0.742944987  8.18556852
0.743681756  8.6655932
0.74427117  8.99269457
0.744713232  9.19312742
0.745155293  9.34804886
0.745567883  9.44783576
0.746260446  9.51151059
0.746776184  9.47528523
0.747218244  9.39154987
0.747807659  9.21293625
0.748397074  8.97145026
0.749133843  8.60588573
0.751933563  7.02501306
0.752817685  6.56411827
0.753738646  6.1279577
0.754659607  5.73687774
0.755580567  5.39178254
0.756501528  5.08674261
0.757422489  4.81953327
0.758343449  4.58379752
0.759448602  4.33833834
0.76018537  4.19401413
0.761290523  4.00333539
0.762395676  3.83567152
0.763500829  3.69132149
0.764974366  3.52494273
0.766447903  3.38409797
0.76792144  3.26380557
0.769763361  3.13617876
0.771973666  3.00995623
0.774183972  2.90577967
0.776762662  2.80537179
0.779709736  2.71098936
0.783393578  2.61502039
0.788182573  2.51400555
0.794397139  2.40328555
0.794997922  2.39869858
0.79543276  2.4045585
0.795728208  2.42193516
0.795927924  2.44903407
0.796045404  2.47672863
0.796162884  2.51990626
0.796250994  2.56872878
0.796309734  2.61319202
0.796361132  2.66306916
0.796405187  2.71657423
0.796449242  2.78292979
0.796493297  2.86597943
0.796530009  2.95162132
0.796559379  3.03352222
0.796588749  3.12979319
0.796618119  3.24312273
0.796646608  3.37221096
0.796674216  3.51810365
0.796701824  3.6870745
0.796729432  3.88119156
0.796754396  4.07911033
0.796787878  4.3760106
0.796879512  5.26367591
0.796903008  5.45875439
0.79692063  5.58032592
0.796937312  5.67065167
0.79695282  5.72993833
0.796978195  5.77128615
0.796994056  5.76147139
0.797009915  5.72544873
0.797032236  5.6348348
0.797055732  5.4980195
0.797089802  5.24866581
0.797170569  4.59316996
0.797211981  4.29006799
0.797239589  4.11061644
0.797267196  3.94984839
0.797296566  3.79833882
0.797325936  3.66522933
0.797355306  3.54848531
0.797384676  3.44607175
0.797422857  3.33127966
0.797461038  3.23390388
0.79751831  3.1138064
0.79756677  3.03123486
0.79762551  2.94912841
0.79768425  2.88224886
0.79777236  2.80301088
0.79786047  2.74204383
0.79794858  2.69402364
0.798083682  2.63782222
0.798236406  2.59132605
0.798453744  2.54424665
0.798735696  2.50278247
0.799158624  2.46237596
0.79976952  2.42581189
0.80082684  2.38664845
0.805895378  2.27477328
0.806142815  2.27310195
0.806403999  2.27768569
0.806610196  2.29402347
0.806744225  2.3202954
0.806823268  2.34832621
0.806892  2.38653622
0.80694355  2.42889198
0.806977916  2.4668996
0.807012282  2.51588248
0.807046648  2.57982702
0.807074141  2.64552711
0.807094761  2.70587516
0.807115381  2.77815648
0.807136001  2.8651328
0.807154902  2.96061287
0.807172085  3.06309288
0.807189268  3.1831032
0.807206451  3.32326536
0.807222603  3.47558101
0.807237725  3.63763466
0.807252846  3.81893291
0.807267967  4.01860272
0.807326389  4.87932001
0.807340135  5.06567549
0.807353882  5.22698638
0.807367628  5.35394309
0.8073811  5.43771558
0.807397871  5.47904722
0.807409556  5.46549228
0.80742124  5.41876203
0.807434987  5.32577911
0.807448733  5.19886349
0.807468322  4.9766812
0.807517122  4.35608252
0.80754135  4.07220091
0.807557502  3.9022881
0.80757417  3.74442811
0.807591354  3.59982807
0.807608537  3.47237515
0.80762572  3.36036914
0.80764548  3.24833011
0.807667818  3.14012705
0.807690156  3.04826106
0.807723663  2.9349363
0.80775803  2.84230935
0.807792396  2.76769234
0.807826762  2.70676325
0.807878312  2.63435889
0.807929861  2.57844576
0.807998593  2.52152471
0.808075918  2.47378989
0.808153241  2.43748733
0.808273523  2.39558867
0.808410988  2.36122733
0.808632076  2.32273219
0.808931401  2.28732819
0.809372306  2.25215345
0.809750225  2.23847405
0.809991674  2.2541598
0.810096652  2.27808907
0.810174073  2.30961352
0.810223937  2.33980956
0.810273801  2.38130399
0.810323665  2.43859033
0.81036172  2.49696814
0.810401086  2.57558016
0.810427331  2.64124201
0.810453575  2.72014233
0.81047982  2.81505807
0.810506064  2.92921742
0.810525747  3.02963798
0.810558552  3.22993277
0.810581122  3.39469717
0.810603692  3.5833397
0.810626262  3.79619651
0.810648832  4.03156557
0.810722317  4.87298169
0.810743313  5.09359986
0.810762996  5.27153412
0.810781368  5.40335794
0.81079916  5.49347313
0.810815327  5.54052632
0.810827295  5.55361203
0.810845141  5.53990841
0.810862987  5.48976119
0.810883983  5.39145534
0.810904978  5.26068999
0.810934897  5.03940944
0.810997095  4.54782657
0.8110341  4.27948782
0.811071105  4.0433103
0.811096563  3.90025717
0.811135929  3.70811639
0.811175295  3.5470435
0.811208101  3.43288728
0.811247467  3.31593167
0.811286834  3.21693149
0.8113262  3.13252755
0.811372128  3.04902804
0.811424617  2.96936766
0.81150335  2.8737739
0.811582083  2.79918253
0.811660816  2.73968734
0.811765793  2.67715749
0.811912762  2.61174523
0.81205973  2.56318955
0.812280183  2.51019705
0.812500636  2.4720571
0.812815568  2.43284556
0.81331946  2.39075427
0.813949325  2.35626873
0.8150362  2.31784366
0.816901265  2.27591008
0.820631393  2.21870688
0.829749485  2.09540108
0.835717691  2.00508767
0.837292635  1.99360051
0.838204444  2.00018971
0.838867578  2.01793716
0.839364928  2.04342219
0.839696495  2.06904253
0.840028062  2.10420957
0.840359629  2.15213704
0.840608305  2.19926209
0.84085698  2.25814989
0.841105655  2.33220489
0.841271439  2.39230852
0.841437222  2.46258377
0.841603006  2.54484005
0.841768789  2.64122334
0.841934573  2.75427037
0.842100356  2.88695478
0.842224694  3.00142543
0.842349031  3.13049546
0.842473369  3.2759995
0.842597707  3.43981167
0.842722044  3.62399157
0.842846382  3.83051039
0.84297072  4.0613187
0.843095057  4.31776624
0.843219395  4.60164527
0.843343732  4.91298321
0.84346807  5.25091801
0.843592408  5.61293312
0.844048312  7.04507352
0.844197518  7.48954673
0.844309422  7.79016549
0.844421325  8.05128591
0.844533229  8.26409032
0.844696525  8.47538707
0.844791022  8.54027886
0.844885519  8.56394296
0.844991206  8.54352779
0.845096893  8.47841041
0.845241954  8.32708056
0.845391159  8.11326865
0.845631545  7.69077862
0.846128895  6.73898002
0.846340269  6.36139316
0.846576511  5.97599664
0.846825186  5.61504265
0.847073861  5.2983913
0.847322537  5.02200743
0.847571212  4.78106151
0.84784061  4.55447485
0.848151454  4.33093283
0.84840013  4.17621785
0.848648805  4.03907491
0.848980372  3.88030283
0.849311939  3.74400616
0.849643506  3.62613057
0.850140856  3.47700343
0.850638207  3.3539857
0.851135557  3.2511281
0.851798691  3.13798464
0.852461825  3.04568104
0.853290742  2.95205137
0.854285443  2.86275059
0.855445928  2.78123609
0.856772196  2.70854584
0.858430031  2.63867593
0.860585216  2.57066045
0.863237752  2.50922961
0.866719206  2.45112616
0.87119536  2.39766964
0.877252219  2.35069598
0.87781713  2.35537545
0.878078991  2.36693357
0.878251707  2.38747164
0.87833528  2.40729266
0.878418852  2.44200312
0.878474567  2.48150486
0.878516354  2.52738629
0.878547694  2.57735532
0.878572069  2.63077308
0.878592963  2.69167452
0.878606891  2.74309441
0.87862082  2.80614939
0.878634749  2.88443015
0.878648678  2.98284203
0.878659124  3.07376597
0.87866957  3.18325093
0.878680017  3.31556305
0.878687852  3.43268036
0.878695687  3.56756597
0.878703522  3.72241324
0.878711356  3.89919617
0.878718321  4.07607157
0.878725285  4.27209186
0.87873225  4.48721513
0.878742627  4.84066569
0.878772086  5.96524733
0.878783229  6.36816185
0.878791865  6.63847122
0.878797993  6.79829633
0.878803843  6.9207229
0.878809415  7.00652353
0.878815766  7.06461335
0.878820446  7.07915896
0.878825572  7.06719765
0.878831144  7.02156129
0.878836715  6.94333365
0.878842287  6.83479617
0.878850505  6.6261078
0.878858444  6.37983533
0.878869029  6.00489302
0.878898699  4.89521917
0.878909145  4.5460671
0.878916109  4.33475941
0.878923073  4.14188063
0.878932127  3.91872835
0.878941181  3.72541698
0.878950235  3.55939565
0.878959288  3.41755829
0.878969735  3.27966277
0.878980182  3.1648696
0.878990629  3.06898431
0.879001075  2.98847542
0.879015003  2.90010893
0.879028932  2.82862437
0.879049826  2.74471504
0.879070718  2.68091617
0.87909788  2.61851042
0.87912504  2.57197938
0.879157076  2.53078285
0.879198862  2.49174691
0.879254577  2.45587117
0.87933815  2.42168148
0.87944958  2.39486199
0.879650154  2.36972982
0.88004573  2.34896753
0.880881455  2.33300405
0.88416864  2.30871833
0.893897529  2.26483828
0.909360349  2.2163601
0.96678676  2.09629057
0.973451485  2.0727027
0.97774653  2.04229098
0.978190845  2.04621232
0.978487055  2.05875206
0.978709213  2.08184929
0.978857318  2.11105955
0.978966545  2.14550314
0.979036895  2.1767534
0.979107245  2.21824991
0.979177595  2.27391837
0.979231284  2.3294126
0.979286823  2.40291954
0.979323849  2.46353298
0.979360875  2.53566436
0.979397902  2.621646
0.979434928  2.72416444
0.979471954  2.84618819
0.979499724  2.95233552
0.979524161  3.05716596
0.979554523  3.20327681
0.979584884  3.36738849
0.979615246  3.54874874
0.979722251  4.26315233
0.979751872  4.44728674
0.979778827  4.59202303
0.979803117  4.69653227
0.979829479  4.77618632
0.979852584  4.81412068
0.979867394  4.82235542
0.979894053  4.80646598
0.979920711  4.75450131
0.979945149  4.68020398
0.979969587  4.58604398
0.980015499  4.37502441
0.980104362  3.93732665
0.980158791  3.69488294
0.980195077  3.55121234
0.980231363  3.42237979
0.980268019  3.30657421
0.980323558  3.15582051
0.980379097  3.03054853
0.98042538  2.94230999
0.98048092  2.85237511
0.980536459  2.77658254
0.980619767  2.68362959
0.98069382  2.61720736
0.980804899  2.53851447
0.980915977  2.47800734
0.981064082  2.41676548
0.981212187  2.37074422
0.981538018  2.30201606
0.981834228  2.26191481
0.982278543  2.22266681
0.982870963  2.19054759
0.98367073  2.1645334
0.985003675  2.14027222
0.98752146  2.11750376
0.99255703  2.0963455
1.0061276  2.06794044
1.0815872  1.95591759
1.10822  1.90518595
1.1252354  1.86073155
1.1363324  1.82065258
1.14432224  1.78118141
1.15024064  1.74173425
1.15497536  1.69963597
1.15882232  1.65420324
1.16178152  1.60860062
1.16414888  1.56208992
1.16622032  1.51089898
1.16784788  1.46088717
1.16917952  1.41134122
1.1703632  1.35866322
1.17139892  1.30395321
1.17228668  1.24905849
1.17302648  1.19641173
1.17376628  1.13592911
1.17435812  1.08106285
1.17494996  1.01940998
1.17539384  0.968259597
1.1759117  0.902398945
1.17635558  0.840210235
1.17679946  0.772455189
1.17724334  0.699061699
1.17768722  0.620382899
1.17879692  0.411223826
1.17901886  0.371016033
1.1792408  0.33327471
1.17935917  0.314624588
1.17947754  0.297323639
1.1795959  0.281620696
1.17971427  0.267734983
1.17980305  0.258729261
1.17989183  0.251165326
1.17998061  0.245139738
1.18006938  0.240810093
1.18015815  0.238328163
1.18021734  0.237783815
1.18028392  0.238352453
1.1803653  0.240783392
1.18042448  0.243823719
1.18048367  0.248001063
1.18054285  0.253365545
1.18060204  0.25996934
1.18066122  0.267859173
1.1807204  0.2770832
1.18077958  0.287686255
1.18083877  0.299712516
1.18089795  0.313196694
1.18095714  0.328178308
1.18101632  0.344682916
1.1810755  0.362738716
1.18113469  0.382369516
1.18119387  0.403583213
1.18128265  0.438397834
1.18137142  0.476792888
1.1814602  0.518738566
1.18154898  0.564153106
1.18163775  0.612912727
1.18172653  0.664869581
1.1818449  0.738759169
1.18196326  0.817382882
1.18211123  0.921281844
1.18231837  1.07448155
1.18285102  1.47956613
1.18308776  1.65033383
1.18329491  1.78934476
1.18350205  1.91640165
1.18370919  2.03026671
1.18391634  2.13043565
1.18415308  2.22893176
1.18438981  2.31110603
1.18462655  2.37845777
1.18492246  2.44441456
1.18523318  2.4951565
1.18560308  2.53620712
1.18604696  2.56422034
1.18671278  2.57710299
1.18745258  2.56730389
1.18871024  2.52518174
1.19196536  2.39760413
1.19433272  2.32296151
1.196996  2.2580835
1.1999552  2.20378911
1.20321032  2.16022587
1.20646544  2.13163574
1.20871256  2.12362155
1.21052466  2.1305854
1.21175296  2.14969041
1.21260333  2.17669208
1.21326472  2.21171083
1.21378439  2.25382859
1.21420957  2.30334722
1.21454027  2.35587149
1.21482373  2.41482367
1.21505994  2.47738552
1.21529615  2.55639335
1.21548512  2.63515747
1.21567409  2.73195126
1.21583944  2.83517598
1.21598117  2.94133727
1.2161229  3.06763172
1.216241  3.19132624
1.21635911  3.33501965
1.21647721  3.50213329
1.21659532  3.69646061
1.21668981  3.87409171
1.21678429  4.07333475
1.21689294  4.33073243
1.21700633  4.632147
1.21713861  5.02163406
1.21741261  5.87766942
1.21751655  6.16550617
1.21760158  6.35765796
1.21767717  6.48312341
1.21774331  6.5511266
1.21781418  6.57651287
1.21788504  6.55146634
1.21795118  6.48443337
1.21802676  6.36135813
1.2181118  6.17390642
1.21821573  5.89475598
1.21853699  4.9310904
1.21866926  4.56802737
1.21876848  4.32225328
1.21888658  4.06083705
1.21900469  3.83204471
1.21912279  3.63316934
1.2192409  3.46076376
1.21935901  3.3113779
1.21947711  3.18178503
1.21961884  3.04833979
1.21976057  2.93510107
1.21992592  2.82384019
1.22011489  2.71824195
1.22030386  2.63112811
1.22054007  2.54232758
1.22077628  2.47065075
1.22105974  2.4015671
1.22139043  2.33819018
1.22181562  2.27598035
1.22233528  2.21987891
1.22299668  2.16887438
1.22375256  2.12764446
1.22479189  2.08848881
1.22611468  2.05504488
1.22819335  2.02093154
1.23150033  1.98685381
1.23716943  1.94930719
1.24874333  1.89530379
1.26443733  1.83464
1.26688604  1.83038006
1.26877823  1.83548402
1.26994693  1.84932189
1.27072607  1.86957342
1.27133824  1.89790812
1.27178346  1.93065008
1.27211738  1.96597603
1.27239564  2.00584032
1.2726739  2.05916106
1.27289651  2.1149578
1.2730913  2.17702149
1.27328608  2.25499224
1.27345304  2.33790798
1.27359217  2.42095741
1.2737313  2.51906828
1.27387599  2.63947875
1.27400956  2.76930686
1.27414313  2.91795775
1.27429895  3.113953
1.27467739  3.63533731
1.27479983  3.7821643
1.27490668  3.8832431
1.27500018  3.94392926
1.27513374  3.97844348
1.27522279  3.96628131
1.27532296  3.92154632
1.27543426  3.83952448
1.27556783  3.70896031
1.27601305  3.20324778
1.27618001  3.03291376
1.27634697  2.88321455
1.27651393  2.754135
1.27668088  2.64386998
1.27687567  2.53573697
1.27707045  2.44600735
1.27729306  2.36160363
1.27751567  2.29266714
1.27779393  2.22279964
1.27812785  2.15712484
1.27851742  2.09840625
1.27896264  2.04763569
1.27951916  2.00055858
1.28024264  1.95670419
1.28113308  1.91900256
1.28235744  1.88361381
1.28402701  1.85148795
1.28669833  1.81768158
1.29131749  1.77849505
1.29947889  1.7282349
1.30025814  1.73335659
1.3006554  1.74623546
1.30089988  1.76505695
1.30106795  1.78929548
1.30119019  1.81833876
1.30128186  1.85120842
1.30135826  1.89048849
1.30141938  1.93382524
1.30147286  1.98457397
1.3015187  2.04166712
1.30155689  2.10249294
1.30158745  2.16271595
1.30161801  2.2362518
1.30164093  2.3023776
1.30166767  2.39441254
1.30169059  2.48900621
1.30171351  2.6014323
1.30173261  2.71145297
1.30175171  2.83895882
1.30177081  2.98662111
1.30178991  3.15710976
1.30180901  3.35275045
1.30182811  3.57497379
1.30184721  3.82353052
1.3018686  4.12942872
1.30192208  4.9420587
1.30194194  5.21104083
1.30195722  5.38377954
1.30197097  5.50481662
1.30198472  5.58715931
1.30200443  5.63017604
1.30201834  5.60562437
1.30203209  5.53843823
1.30204584  5.43259875
1.30206112  5.27669405
1.30207945  5.04955728
1.30214363  4.13823094
1.30216426  3.866294
1.30218335  3.63756969
1.30220245  3.4326768
1.30222155  3.25147671
1.30224065  3.09246274
1.30225975  2.95350795
1.30227885  2.83228099
1.30230177  2.70700079
1.30232469  2.60035601
1.30235143  2.49534546
1.30237435  2.41900903
1.30240491  2.33307569
1.30243547  2.26170985
1.30247366  2.18849937
1.3025195  2.1184566
1.30257298  2.05475671
1.3026341  1.99887048
1.30270286  1.95104926
1.3027869  1.90736847
1.30288621  1.86960646
1.30302373  1.83283233
1.30320708  1.80031579
1.30345155  1.77276593
1.30380298  1.74869573
1.30436833  1.7263535
1.30543789  1.70250407
1.30954171  1.63305552
1.30979677  1.63811801
1.3099583  1.65142157
1.31006883  1.67091906
1.31015385  1.69683478
1.31022186  1.72908009
1.31027288  1.76367996
1.31031539  1.80238669
1.3103579  1.85362266
1.3103919  1.90682808
1.31041741  1.95609222
1.31044717  2.02652835
1.31047267  2.10086317
1.31049393  2.17511646
1.31051519  2.26293597
1.31053644  2.3669513
1.31055344  2.46392147
1.31057045  2.57508693
1.31058745  2.70217433
1.31060446  2.84718781
1.31062146  3.01163906
1.31063676  3.17738959
1.31065377  3.38190906
1.31067077  3.60705649
1.31069117  3.90147474
1.31075069  4.8201747
1.31077109  5.1023657
1.3107881  5.3002429
1.3108034  5.43942459
1.310817  5.52706703
1.31083061  5.57793677
1.31084251  5.59144613
1.31085611  5.57219188
1.31087142  5.50914956
1.31088842  5.39429531
1.31090543  5.24148095
1.31092923  4.98427065
1.3109913  4.24781317
1.3110168  3.97001651
1.31104231  3.72082927
1.31106356  3.53645232
1.31108482  3.37234488
1.31111033  3.20009073
1.31113583  3.0516798
1.31116134  2.92365664
1.31119109  2.7960853
1.3112166  2.7022583
1.31125061  2.59545929
1.31128462  2.50567747
1.31132712  2.41238712
1.31136964  2.33551765
1.31142065  2.25993906
1.31148016  2.18906022
1.31154818  2.12480381
1.3116247  2.0679429
1.31171822  2.01413618
1.31183725  1.96254892
1.31197328  1.91895353
1.31214332  1.87919788
1.31236437  1.84260915
1.3126632  1.80891608
1.31308497  1.7779641
1.31366305  1.751309
1.31458797  1.72558111
1.31603315  1.7021414
1.31857668  1.67842142
1.3218139  1.66176362
1.3241262  1.65746074
1.3264385  1.66249914
1.32817273  1.67674589
1.32956011  1.69937515
1.33060064  1.72701995
1.33152556  1.76363623
1.33221925  1.80206879
1.33279733  1.84435547
1.3333754  1.89915065
1.33383786  1.95526576
1.33418471  2.00674671
1.33458936  2.07875889
1.33493621  2.15410216
1.33528305  2.24455565
1.33557209  2.33369891
1.33587268  2.44179233
1.33615016  2.55732211
1.33642764  2.68901232
1.33675136  2.86289044
1.33763003  3.39232663
1.33788439  3.52589134
1.33809249  3.61150448
1.33827748  3.66310209
1.33852027  3.68913388
1.33869369  3.67667704
1.33887867  3.63583723
1.33908678  3.55980978
1.33929489  3.45847474
1.33961861  3.27052978
1.34017357  2.9305212
1.34042792  2.78850543
1.34071696  2.64177998
1.34100599  2.51519818
1.34129503  2.40723543
1.34158407  2.31625147
1.34187311  2.24030918
1.34221995  2.16623891
1.34250899  2.1171458
1.34292678  2.06127842
1.34334516  2.02186311
1.34380533  1.99369059
1.34418881  1.98101844
1.34464899  1.97569143
1.34510917  1.9815778
1.34556934  1.99680314
1.34614456  2.02944786
1.34664308  2.07046329
1.34710326  2.1180518
1.34756344  2.1768313
1.34802361  2.24638346
1.34848379  2.3290015
1.34894397  2.424373
1.34940415  2.53527274
1.34986432  2.66120798
1.35035517  2.8149548
1.35084602  2.98948629
1.35133688  3.18547744
1.35182773  3.40282425
1.35231859  3.64024058
1.35305487  4.0270042
1.35440472  4.76740723
1.35501829  5.07407784
1.35550915  5.28564562
1.35599387  5.45530893
1.3564295  5.56853259
1.356859  5.64214775
1.35747256  5.6820611
1.35796342  5.66326219
1.35851563  5.5967725
1.3591292  5.47947253
1.35992684  5.28249643
1.36213569  4.66987805
1.36320943  4.40199324
1.36397639  4.23294149
1.36479788  4.07438621
1.36564974  3.93310656
1.3664978  3.81468282
1.36744792  3.70832934
1.36839804  3.6242955
1.36934817  3.56470919
1.37029829  3.5244117
1.37175514  3.50195653
1.37295863  3.51640667
1.37397209  3.54990519
1.37523893  3.61747453
1.37650575  3.70891697
1.38106634  4.1322344
1.38245986  4.2404074
1.38376469  4.31138473
1.38562693  4.34973339
1.38689376  4.33351081
1.38828727  4.28171804
1.39006084  4.17835425
1.39449474  3.86112328
1.39582492  3.78849816
1.39690172  3.76358004
1.39749555  3.77752408
1.39793102  3.81141281
1.39828732  3.86329259
1.39856444  3.9263753
1.39883275  4.01503584
1.39904826  4.11391243
1.39923298  4.22536452
1.39938692  4.34267859
1.39954085  4.48801231
1.399664  4.6288817
1.39978714  4.79581947
1.39990842  4.98902043
1.40002707  5.20944076
1.40014572  5.46265521
1.40027861  5.78400335
1.40066778  6.81666785
1.40077219  7.04097585
1.40085762  7.17697908
1.40093356  7.25232849
1.40101329  7.27963224
1.40109492  7.25088445
1.40118035  7.16284431
1.40127527  7.00553941
1.40138917  6.75594406
1.40177835  5.75534912
1.40193022  5.40557268
1.40206785  5.12798783
1.40221023  4.87988395
1.40235261  4.66798769
1.40249499  4.48748558
1.4026611  4.31011665
1.40282721  4.16199878
1.40304078  4.00568073
1.40327808  3.86559529
1.40351538  3.75222523
1.40380014  3.64196354
1.40413236  3.5388197
1.4045595  3.43380841
1.40508156  3.33286533
1.405746  3.23082238
1.40679012  3.10150012
1.40878344  2.87725925
1.40952439  2.77701175
1.41005958  2.68713448
1.41052787  2.58917081
1.4110798  2.45749867
1.41127213  2.4341395
1.41136411  2.44316541
1.41143101  2.46622722
1.41148119  2.49758884
1.41153136  2.54591703
1.41157318  2.6035213
1.41160663  2.66414583
1.41164008  2.74073366
1.41167353  2.83655405
1.41169861  2.92319976
1.4117237  3.02438538
1.41174879  3.14172645
1.4117722  3.26715183
1.41179895  3.43070578
1.41182571  3.61689073
1.41185247  3.8257688
1.41188592  4.11684444
1.41192606  4.50167436
1.41200634  5.3047034
1.41203979  5.60722875
1.4120699  5.84123052
1.412099  6.02297665
1.41212676  6.15055334
1.41215352  6.22989597
1.41219366  6.27267548
1.41222711  6.24755392
1.41226391  6.17013322
1.41230739  6.03198342
1.41249303  5.28815793
1.41256829  5.02110711
1.41264356  4.79158846
1.41271882  4.59699621
1.41280244  4.41574666
1.41288607  4.26435328
1.41298642  4.1139387
1.41310349  3.97164868
1.41323728  3.841515
1.41338781  3.72511057
1.41357178  3.61334298
1.41377248  3.51809616
1.41404007  3.42013147
1.41437457  3.32804279
1.41477596  3.24553461
1.41531115  3.16403255
1.41598014  3.08896446
1.41686656  3.01542517
1.41812091  2.93867366
1.41979339  2.86246236
1.42213485  2.7817775
1.42514531  2.70193126
1.42915925  2.61865864
1.43417667  2.53690224
1.44019758  2.45927906
1.44755647  2.38375347
1.45625334  2.31210065
1.46874607  2.22942383
1.49989536  2.06531455
1.50004134  2.04433651
1.50012401  2.03889062
1.6  1.94880842
1.7  1.89878514
1.75075  1.83850361
1.75234  1.82436119
1.753935  1.83155761
1.75553  1.86062777
1.75713  1.83465384
1.76034  1.84975151
1.76194  1.84635976
1.76355  1.84884335
1.76516  1.82988388
1.76677  1.82418809
1.76839  1.8076634
1.77001  1.8287811
1.77162  1.78787269
1.77487  1.75911599
1.7765  1.76842209
1.77812  1.72415785
1.77975  1.77574199
1.78139  1.76967247
1.7822475  1.77204368
1.78237  1.76857863
1.78269  1.72421561
1.7827725  1.72873098
1.78302  1.76425699
1.78335  1.85911453
1.7835975  1.90875175
1.784  1.97143701
1.78433  2.06288612
1.7844125  2.06680704
1.7845775  2.06175613
1.78466  2.07052395
1.78499  2.2229995
1.78503594  2.2270714
1.78529625  2.18987987
1.78597  2.00880671
1.7863  1.87358638
1.7863825  1.8548197
1.78663  1.81807935
1.78695  1.79679855
1.78721813  1.72575295
1.78728  1.71671449
1.78761  1.76205332
1.78767188  1.75665667
1.78789875  1.71264136
1.78800188  1.70526854
1.7886  1.72321251
1.78958  1.68242657
1.79069375  1.71987449
1.79156  1.7190054
1.79255  1.7045072
1.79354  1.75251016
1.79453  1.75629497
1.79552  1.79757053
1.79651  1.79529469
1.79751  1.80998465
1.7985  1.80208176
1.7995  1.82229625
1.80049  1.86039526
1.80149  1.85527282
1.80215  1.87243516
1.8025725  1.94502039
1.80282  1.99223007
1.80315  1.97838733
1.8032325  1.99284892
1.80343875  2.04905637
1.803565  2.1107134
1.80375625  2.22588509
1.80379875  2.24288775
1.80384063  2.24870024
1.8039025  2.23852154
1.80408813  2.17982513
1.80411907  2.17664532
1.80415  2.18033784
1.80419125  2.1974889
1.8042325  2.22545589
1.80448  2.42859082
1.8050675  2.82899765
1.80515  2.89819714
1.8052325  2.99325636
1.80541813  3.23060656
1.80548  3.28977479
1.80554375  3.32034792
1.80575625  3.34942453
1.80582  3.34001096
1.80588188  3.3069731
1.80615  3.08859409
1.80648  2.79438505
1.80682  2.58505401
1.80688188  2.52597061
1.80710875  2.2749849
1.80719125  2.19517034
1.8073975  2.02736238
1.80745938  1.98622884
1.80750125  1.96821777
1.807565  1.95584647
1.80782  1.93652665
1.80810875  1.86953609
1.80817125  1.84399623
1.80842625  1.69008574
1.80846875  1.67078525
1.80851743  1.65989452
1.80854485  1.65906398
1.80925782  1.76485701
1.8093675  1.77536306
1.812  1.8430732
1.81469  1.86515205
1.81603  1.92891357
1.81738  1.96169427
1.81872  2.08945258
1.82007  2.13710951
1.82278  2.32943152
1.82413  2.46740699
1.82548  2.50944538
1.82701  2.62568865
1.82871  2.82599705
1.83041  3.04939907
1.83211  3.29699814
1.83382  3.58152958
1.83518  3.84113531
1.83621  3.99787469
1.83724  4.26580056
1.83826  4.61520752
1.83929  4.92781882
1.840835  5.45296076
1.84238  6.01924958
1.84341  6.45104006
1.84444  6.73992502
1.84548  6.98395559
1.84651  7.27325592
1.84755  7.36410084
1.84858  7.6947412
1.84962  7.84556834
1.85066  7.77091749
1.8517  7.82263576
1.85274  7.9839546
1.85378  8.20502532
1.85482  8.17547033
1.85586  7.91655117
1.8569  7.69304733
1.85795  7.43247546
1.85899  7.12606621
1.86004  7.08451585
1.86108  6.93421977
1.86213  6.75423592
1.86353  6.67127514
1.86703  6.09785486
1.86878  5.78775937
1.87054  5.53766329
1.87406  5.11221642
